tpm_convergence,sync_rate,match_probability,round_count,carrier_latency,packet_loss,throughput,jitter,share_reconstruction_failures,flow_stats,label,label_name
1.000000,0.636174,0.955117,0.543874,32.389422,0.070597,77.147900,6.061172,4.000000,10.591626,4,CarrierDisruption
0.950072,0.681184,0.875003,0.400446,10.632013,0.011956,165.111198,1.284425,0.000000,15.752182,2,MajorityAttack
0.920614,0.688433,0.917796,0.905206,13.304282,0.028732,201.229154,0.840926,1.000000,14.297963,1,GeometricAttack
1.000000,0.704512,0.940475,0.525560,37.826114,0.097502,67.530228,3.525095,3.000000,14.156041,4,CarrierDisruption
1.000000,0.765141,0.960093,0.529218,11.801448,0.000000,128.660574,1.674888,0.000000,34.558308,3,TrafficAnomaly
1.000000,0.673605,0.890242,0.464038,12.880597,0.000000,160.593962,0.794942,0.000000,9.065107,1,GeometricAttack
1.000000,0.727397,0.914766,0.358071,12.473257,0.018901,186.862112,1.019579,0.000000,9.646782,0,Normal
0.948500,0.700675,0.824808,0.467406,11.482022,0.001611,137.900734,1.526687,0.000000,15.798311,2,MajorityAttack
0.891504,0.599198,0.909237,0.771329,14.325598,0.028410,168.322884,0.777153,0.000000,27.831557,2,MajorityAttack
1.000000,0.737968,1.000000,0.514918,10.222299,0.000000,149.776958,1.476556,0.000000,34.081993,3,TrafficAnomaly
0.961781,0.640858,0.834588,0.523243,9.762867,0.002311,155.701677,1.965464,0.000000,16.397541,2,MajorityAttack
1.000000,0.668548,0.839323,0.512047,12.051239,0.025615,132.447617,1.000527,0.000000,24.044783,2,MajorityAttack
0.922342,0.647394,0.898572,0.640178,9.979665,0.047192,209.162034,1.600665,2.000000,15.637401,2,MajorityAttack
1.000000,0.829282,0.993157,0.495595,28.621051,0.034562,60.461042,3.723518,3.000000,13.358785,4,CarrierDisruption
0.864909,0.531018,0.863396,0.794809,28.935015,0.169537,61.097543,3.222364,4.000000,28.447842,5,MultiStageAttack
1.000000,0.670764,0.999381,0.341657,11.644326,0.019068,174.752488,1.522260,1.000000,9.103220,0,Normal
1.000000,0.673481,0.878604,0.432851,10.805975,0.054584,158.664166,0.980190,3.000000,10.989564,1,GeometricAttack
0.985733,0.634547,0.913177,1.008075,11.059458,0.055600,161.395354,1.413075,3.000000,11.202557,1,GeometricAttack
0.905990,0.688957,0.799126,0.384625,33.062115,0.034098,68.924017,4.017974,2.000000,19.788533,5,MultiStageAttack
0.927236,0.594132,0.899964,0.539618,10.152360,0.000000,165.970623,0.944465,0.000000,20.129781,2,MajorityAttack
0.912412,0.633851,0.813019,0.807955,9.740824,0.000000,164.051893,1.034591,-0.000000,20.558982,2,MajorityAttack
1.000000,0.647244,0.997699,0.443373,10.223597,0.000000,174.211189,0.964377,-0.000000,12.008015,0,Normal
0.988130,0.655011,1.000000,0.642883,11.080698,0.007825,182.454218,2.086735,0.000000,9.693247,0,Normal
0.935862,0.613841,0.895714,0.889078,11.616008,0.000000,188.304902,1.609337,-0.000000,13.096676,1,GeometricAttack
0.943885,0.732865,0.949540,0.587228,9.932595,0.061745,130.996566,1.172377,2.000000,33.778400,3,TrafficAnomaly
0.875896,0.653002,0.840836,0.389987,12.397885,0.039029,185.600352,0.806446,1.000000,19.892701,2,MajorityAttack
1.000000,0.610670,1.000000,0.738041,10.820143,0.003777,146.408869,1.282189,0.000000,8.065954,0,Normal
0.933053,0.573365,0.842333,0.617680,43.421651,0.010139,77.360782,5.138971,1.000000,22.836299,5,MultiStageAttack
0.910053,0.576422,0.826898,1.245890,14.403369,0.023259,191.886737,1.218682,0.000000,14.784889,2,MajorityAttack
0.931759,0.627995,0.806355,0.480685,35.853814,0.105091,47.888679,6.333509,2.000000,16.326522,5,MultiStageAttack
0.885647,0.654496,0.839042,0.503056,37.275397,0.038445,69.007765,4.690332,1.000000,33.747470,5,MultiStageAttack
1.000000,0.782549,1.000000,0.285362,12.641264,0.105185,173.594624,1.433119,3.000000,11.092315,0,Normal
0.920586,0.620324,0.923355,0.614061,10.951368,0.000000,213.774460,1.421231,1.000000,12.871212,1,GeometricAttack
0.975821,0.573419,0.991358,0.736121,9.451578,0.000000,210.807567,1.319818,1.000000,8.872963,0,Normal
1.000000,0.676359,0.975972,0.451121,8.826640,0.000477,212.394708,1.204068,0.000000,6.261701,0,Normal
1.000000,0.792380,1.000000,0.522924,35.199892,0.022722,68.638894,7.965196,3.000000,10.638422,4,CarrierDisruption
0.903928,0.587305,0.830871,0.542160,28.271799,0.143144,69.521206,2.786767,4.000000,25.473014,5,MultiStageAttack
1.000000,0.746865,1.000000,0.348830,10.952781,0.044857,128.744734,1.986659,2.000000,24.528685,3,TrafficAnomaly
0.983216,0.648880,0.804460,0.406568,12.175554,0.000000,173.786519,1.077345,-0.000000,15.283776,2,MajorityAttack
1.000000,0.728120,1.000000,0.329485,11.784749,0.026540,144.815586,1.280818,-0.000000,26.575418,3,TrafficAnomaly
0.932493,0.589159,0.827460,0.370882,10.922085,0.000000,180.116214,0.735822,0.000000,20.135580,2,MajorityAttack
0.985703,0.676730,0.880481,0.636245,10.166505,0.055569,186.520539,1.159698,0.000000,14.151815,1,GeometricAttack
0.971673,0.698598,0.805583,0.330227,10.626860,0.009244,182.056214,1.705617,-0.000000,7.207735,1,GeometricAttack
0.991214,0.784673,0.985333,0.446539,12.550327,0.002837,136.829155,2.594106,1.000000,31.684969,3,TrafficAnomaly
0.933734,0.623864,0.895512,0.432576,10.074690,0.035823,162.878375,1.020965,-0.000000,14.892809,2,MajorityAttack
0.970912,0.531333,0.826348,0.793754,33.247405,0.025822,66.055234,6.530715,1.000000,26.457662,5,MultiStageAttack
1.000000,0.600602,1.000000,0.829738,12.294644,0.008814,186.047193,1.798557,0.000000,9.341911,0,Normal
0.943281,0.521859,0.795235,1.104419,12.062370,0.000000,158.676317,0.849181,1.000000,15.637472,2,MajorityAttack
0.941434,0.602235,0.901092,0.641130,34.760291,0.104098,72.418133,4.193252,4.000000,24.494813,5,MultiStageAttack
0.889576,0.551649,0.809091,1.205125,13.046915,0.003972,166.539128,0.848292,-0.000000,19.555555,2,MajorityAttack
0.961341,0.646524,0.827036,0.409460,32.075140,0.104616,72.788923,6.146107,2.000000,23.919987,5,MultiStageAttack
0.990611,0.492698,1.000000,0.864446,11.105812,0.000000,146.640148,1.444056,-0.000000,16.868852,1,GeometricAttack
1.000000,0.755461,1.000000,0.324117,11.440931,0.010997,116.310117,1.655378,0.000000,38.134701,3,TrafficAnomaly
0.981178,0.632552,0.976775,0.977854,12.892037,0.032180,160.482442,1.798008,0.000000,36.752546,3,TrafficAnomaly
1.000000,0.765575,0.928950,0.491649,10.950949,0.057225,94.268498,1.488771,2.000000,19.287452,3,TrafficAnomaly
0.925042,0.614476,0.838245,0.638836,8.828424,0.032545,192.845609,2.308100,3.000000,15.552210,2,MajorityAttack
1.000000,0.728389,1.000000,0.453242,43.258216,0.061930,68.863668,5.821041,3.000000,11.707330,4,CarrierDisruption
1.000000,0.775344,1.000000,0.407575,9.914815,0.024323,196.977903,1.313791,0.000000,11.838276,0,Normal
1.000000,0.621021,0.954246,0.436321,11.660384,0.000000,187.041561,1.903328,-0.000000,11.095248,1,GeometricAttack
0.960116,0.664162,0.870850,0.711510,11.476801,0.051514,169.453642,1.519913,1.000000,22.519243,2,MajorityAttack
0.950792,0.704445,0.902727,0.524914,12.079510,0.007403,191.295750,1.560152,-0.000000,14.277785,2,MajorityAttack
1.000000,0.692857,1.000000,0.426478,10.674283,0.001144,185.824963,1.348205,-0.000000,13.464506,0,Normal
0.980932,0.665572,1.000000,0.385695,32.473815,0.061568,74.993737,7.312564,4.000000,11.799382,3,TrafficAnomaly
0.915990,0.705000,0.869052,0.501807,14.461505,0.000000,186.085902,1.229370,1.000000,12.104067,2,MajorityAttack
1.000000,0.687311,1.000000,0.405059,30.793002,0.070999,66.860913,8.226513,4.000000,10.893554,4,CarrierDisruption
0.978504,0.678318,0.846571,1.062221,11.413036,0.000193,167.796376,2.173715,0.000000,16.955709,2,MajorityAttack
1.000000,0.721122,0.973754,0.406842,10.245096,0.069643,102.393825,1.491604,2.000000,25.692015,3,TrafficAnomaly
1.000000,0.728578,1.000000,0.256445,12.130655,0.017859,114.934094,2.578307,1.000000,28.133106,3,TrafficAnomaly
1.000000,0.705368,0.955860,0.343121,12.432246,0.061066,180.268392,1.121902,2.000000,10.612546,0,Normal
0.990775,0.665751,0.809278,0.574368,9.161693,0.021550,210.928981,1.279723,0.000000,14.223656,2,MajorityAttack
1.000000,0.623072,0.930961,1.110020,10.607389,0.016319,160.395043,0.554981,0.000000,9.430218,1,GeometricAttack
1.000000,0.661896,0.973900,0.448411,37.246200,0.066234,83.106736,5.506152,4.000000,10.171838,4,CarrierDisruption
0.955475,0.649840,0.913499,0.331784,10.616873,0.009037,194.675293,2.058142,-0.000000,10.268815,2,MajorityAttack
0.897468,0.593112,0.798515,0.787551,45.907487,0.130795,66.296214,5.824053,5.000000,21.358603,4,CarrierDisruption
0.984092,0.668307,0.956710,0.557594,28.202481,0.110134,63.268100,6.049986,4.000000,10.961136,4,CarrierDisruption
0.965896,0.648792,0.838658,0.676736,12.588993,0.021970,224.238107,1.094286,2.000000,16.422605,2,MajorityAttack
0.981826,0.658851,0.895314,0.605976,11.939474,0.000000,183.949551,0.861004,0.000000,12.296430,1,GeometricAttack
0.945033,0.575270,0.795896,0.615198,11.031976,0.033141,176.224890,1.584148,1.000000,17.636099,2,MajorityAttack
0.988024,0.738419,0.894295,0.433675,10.654355,0.000000,167.160883,2.262329,0.000000,13.571811,1,GeometricAttack
0.940484,0.678452,0.903219,0.445470,11.308586,0.069287,164.791573,1.892367,2.000000,20.478557,2,MajorityAttack
0.986741,0.696429,1.000000,0.603757,36.905966,0.191276,43.381183,3.944859,5.000000,11.130548,4,CarrierDisruption
1.000000,0.737180,1.000000,0.415159,28.973250,0.188488,64.201663,5.558154,7.000000,6.087761,4,CarrierDisruption
0.961789,0.678945,0.993501,0.331983,32.540785,0.010432,72.582557,2.891143,2.000000,10.080387,4,CarrierDisruption
0.961990,0.757983,0.922071,0.455981,10.229859,0.008383,113.777543,1.365171,1.000000,24.408982,3,TrafficAnomaly
0.928755,0.660774,0.830678,0.363083,13.628134,0.000000,204.575526,1.297952,0.000000,21.662196,2,MajorityAttack
0.974265,0.736741,0.957630,0.507861,12.120037,0.098787,172.174871,1.733450,2.000000,9.475170,0,Normal
1.000000,0.737753,0.939185,0.368995,11.605335,0.008471,129.346091,1.966473,0.000000,34.932008,3,TrafficAnomaly
0.987254,0.646339,0.971645,0.540205,10.015808,0.054280,170.562788,1.017110,0.000000,17.373234,1,GeometricAttack
0.989068,0.696721,1.000000,0.377574,11.073272,0.000000,171.241737,0.956225,-0.000000,12.090819,0,Normal
0.894639,0.536212,0.885894,1.214535,10.912888,0.018620,193.060092,0.965480,2.000000,14.711762,2,MajorityAttack
0.976228,0.639986,0.891356,0.738050,10.658006,0.007876,194.645132,2.098854,1.000000,16.167578,1,GeometricAttack
0.972811,0.563774,0.909253,0.886734,7.961293,0.000000,207.591394,2.198591,0.000000,13.940513,1,GeometricAttack
0.961086,0.610921,0.899904,0.471802,36.021953,0.048468,66.823208,3.608157,3.000000,23.935423,5,MultiStageAttack
0.939805,0.598668,0.870995,0.875673,11.058032,0.003131,166.984525,1.390396,0.000000,18.188838,2,MajorityAttack
0.983931,0.711373,1.000000,0.456029,10.906392,0.023243,111.728823,2.486881,0.000000,33.335612,3,TrafficAnomaly
0.985861,0.706382,0.906915,0.400927,12.913821,0.023883,189.306229,0.863276,-0.000000,20.721558,1,GeometricAttack
0.955230,0.677280,0.812820,0.541883,12.352175,0.020487,196.051548,1.493348,0.000000,14.345428,2,MajorityAttack
0.959794,0.770478,0.978230,0.410111,32.220160,0.018260,91.755864,6.938550,2.000000,7.083575,4,CarrierDisruption
0.924502,0.591274,0.845418,0.446771,37.264305,0.081748,70.319607,3.695009,3.000000,18.192259,5,MultiStageAttack
0.925341,0.564377,0.833367,0.634517,20.324603,0.111405,65.597764,5.645341,5.000000,35.871252,5,MultiStageAttack
0.948426,0.718159,0.959187,0.351778,10.943606,0.025406,219.224121,1.567601,2.000000,17.297423,1,GeometricAttack
0.961601,0.573483,0.944790,1.080733,8.666362,0.018716,154.804476,1.242911,-0.000000,14.136520,1,GeometricAttack
0.972019,0.692746,1.000000,0.438233,10.828601,0.051971,148.265876,2.572591,2.000000,32.319348,3,TrafficAnomaly
0.976640,0.728342,1.000000,0.310358,12.670442,0.000000,187.530191,1.169688,-0.000000,9.763535,0,Normal
0.940925,0.654585,0.872921,0.420923,43.593857,0.154200,67.571271,7.068953,4.000000,32.244286,5,MultiStageAttack
0.941629,0.551519,0.825224,0.544985,10.437328,0.055017,159.533149,1.118800,4.000000,12.431220,2,MajorityAttack
1.000000,0.661259,0.890458,0.612557,27.165254,0.099462,82.138107,4.436859,2.000000,33.813699,5,MultiStageAttack
0.960176,0.649078,0.785867,0.576163,41.237572,0.000000,60.022609,2.930608,1.000000,26.681602,5,MultiStageAttack
0.937669,0.677117,0.838993,0.583137,28.246441,0.175439,73.868757,4.541704,5.000000,27.783237,5,MultiStageAttack
0.969522,0.686966,1.000000,0.608231,10.976639,0.000000,210.502171,1.755447,1.000000,11.397701,0,Normal
0.940260,0.673280,0.895805,0.506905,12.616177,0.000000,182.434648,1.394172,-0.000000,19.407551,2,MajorityAttack
1.000000,0.740128,1.000000,0.460513,10.963747,0.067183,158.188662,1.727924,2.000000,10.515937,0,Normal
0.886370,0.674150,0.823423,0.752705,24.192520,0.114943,65.339957,3.766430,4.000000,25.380781,5,MultiStageAttack
0.974439,0.728246,1.000000,0.439149,14.213743,0.046364,198.785273,1.917376,1.000000,12.911835,0,Normal
1.000000,0.738386,0.994906,0.275617,30.851953,0.139099,61.553301,4.706972,6.000000,7.160112,4,CarrierDisruption
0.993959,0.716809,0.999883,0.272143,9.794944,0.026474,119.975641,2.271486,-0.000000,40.252237,3,TrafficAnomaly
0.953018,0.696226,0.899909,0.683258,8.916408,0.000000,174.768780,1.702243,1.000000,18.035142,2,MajorityAttack
0.992461,0.784736,0.990195,0.575570,8.914073,0.033864,131.933127,3.490160,2.000000,21.117407,3,TrafficAnomaly
1.000000,0.674580,0.989015,0.536785,10.550064,0.000000,164.170925,1.145104,0.000000,12.765525,1,GeometricAttack
0.977267,0.619015,0.851256,0.499796,42.838713,0.051033,75.350716,8.987284,2.000000,20.630011,5,MultiStageAttack
0.944380,0.614143,0.787152,0.714269,28.386594,0.028729,76.574248,9.745916,3.000000,25.008285,5,MultiStageAttack
0.895302,0.515183,0.883830,0.836734,32.032470,0.169305,50.008836,4.472281,6.000000,20.889650,5,MultiStageAttack
0.971639,0.604008,0.943121,1.173089,11.417593,0.025204,133.609282,1.295283,2.000000,17.567455,1,GeometricAttack
0.969893,0.644273,0.930216,1.033789,34.797446,0.072460,79.330714,6.294954,3.000000,12.267192,4,CarrierDisruption
1.000000,0.822195,0.982727,0.526379,11.458326,0.000000,139.855154,1.064383,-0.000000,9.738130,0,Normal
1.000000,0.642615,0.997150,0.488247,13.708892,0.000000,176.058254,1.294237,0.000000,15.153430,1,GeometricAttack
0.995649,0.680820,1.000000,0.333506,9.849340,0.000000,146.227010,2.082422,0.000000,37.466553,3,TrafficAnomaly
0.900865,0.550143,0.750905,0.884560,31.663157,0.127156,60.945492,2.438600,4.000000,29.590243,3,TrafficAnomaly
0.964164,0.666237,0.876417,0.411421,30.807831,0.127501,61.635628,8.022341,3.000000,21.393270,5,MultiStageAttack
1.000000,0.735414,1.000000,0.422274,11.241944,0.006566,133.398144,1.516876,-0.000000,12.994794,3,TrafficAnomaly
1.000000,0.614121,0.886589,0.645583,11.746527,0.008844,217.868924,1.337337,2.000000,18.408353,1,GeometricAttack
0.985263,0.739833,0.866693,0.729320,10.841010,0.062402,148.859207,1.243639,1.000000,13.093894,1,GeometricAttack
0.980290,0.716630,0.970388,0.507461,13.867348,0.003792,193.444574,1.263884,0.000000,7.865607,0,Normal
0.984029,0.692359,0.887564,0.622901,10.548816,0.000000,166.867048,1.714966,1.000000,8.361586,1,GeometricAttack
0.903294,0.702335,1.000000,0.561808,11.028848,0.025261,112.052451,2.693971,-0.000000,28.469989,3,TrafficAnomaly
1.000000,0.561706,1.000000,0.765745,20.661927,0.125054,60.246211,4.769286,4.000000,8.581507,4,CarrierDisruption
0.994591,0.646238,1.000000,0.714730,14.434047,0.040395,132.193031,2.537025,0.000000,36.208921,3,TrafficAnomaly
0.997895,0.629870,0.899331,0.482789,10.374098,0.000000,200.075312,1.349566,-0.000000,24.978443,2,MajorityAttack
0.951082,0.714295,0.884506,0.341711,32.109991,0.033944,82.673980,8.295153,1.000000,9.721270,4,CarrierDisruption
0.927541,0.691409,0.847616,0.943980,25.348975,0.063036,64.008798,7.397037,3.000000,18.589544,5,MultiStageAttack
0.989696,0.757881,1.000000,0.436574,11.584654,0.011998,170.228745,0.941556,0.000000,11.577902,0,Normal
0.943713,0.520536,0.900184,1.247184,10.570649,0.004496,149.886144,1.977896,0.000000,24.029175,2,MajorityAttack
0.973439,0.787536,0.958444,0.453579,9.867676,0.021406,178.536302,1.383957,1.000000,21.260283,1,GeometricAttack
0.957525,0.710853,0.960073,0.809448,10.019241,0.000504,175.441575,0.895498,0.000000,19.650388,1,GeometricAttack
1.000000,0.687960,0.985193,0.370723,45.851047,0.071130,61.223235,5.209213,4.000000,8.853249,4,CarrierDisruption
0.932867,0.611181,0.832500,0.527598,12.986493,0.011464,205.148889,2.182822,0.000000,13.735783,2,MajorityAttack
1.000000,0.704091,0.850139,0.771652,9.937957,0.000000,175.590162,1.112961,0.000000,12.816995,1,GeometricAttack
0.974918,0.668683,0.916485,0.347620,11.638528,0.050956,186.130145,1.204553,1.000000,6.708695,0,Normal
0.922068,0.656413,0.861942,0.479903,10.344096,0.005775,183.090528,1.231295,0.000000,18.341556,2,MajorityAttack
1.000000,0.584181,1.000000,0.722794,33.659848,0.067392,65.909747,5.321891,3.000000,10.497384,4,CarrierDisruption
0.960219,0.722312,0.855066,0.539802,35.786175,0.120748,48.030161,4.647730,4.000000,18.654982,5,MultiStageAttack
0.908980,0.685987,0.854223,0.374824,26.831802,0.000000,71.765841,6.144545,0.000000,33.790779,5,MultiStageAttack
0.940794,0.639567,0.841759,0.647532,34.404312,0.185994,64.268558,4.012426,6.000000,21.299268,5,MultiStageAttack
0.994008,0.763196,0.914059,0.468932,9.773570,0.000000,181.023821,1.635417,2.000000,13.154097,1,GeometricAttack
1.000000,0.727382,0.936156,0.427029,11.167318,0.000000,183.922176,1.630999,0.000000,19.188888,1,GeometricAttack
0.917232,0.650927,0.888763,0.557795,35.241834,0.098277,72.508156,3.431904,2.000000,27.723079,5,MultiStageAttack
0.960282,0.546797,0.938658,1.099700,10.353271,0.024963,194.371446,1.977964,1.000000,16.027039,1,GeometricAttack
1.000000,0.610836,1.000000,0.566545,30.046779,0.038831,68.634831,4.110475,4.000000,12.301707,4,CarrierDisruption
0.971437,0.666104,0.998486,0.393345,32.364444,0.198962,59.660414,7.672828,7.000000,11.861086,4,CarrierDisruption
0.940509,0.526204,0.819446,1.071965,11.724611,0.066051,165.193797,1.158928,3.000000,23.270364,2,MajorityAttack
0.983962,0.676805,1.000000,0.428125,35.891775,0.023338,44.976302,4.286457,3.000000,7.164596,4,CarrierDisruption
0.928837,0.535974,0.782709,0.903784,12.525272,0.000756,230.087375,1.544536,-0.000000,18.917202,2,MajorityAttack
0.920052,0.660647,0.876226,0.555985,10.906818,0.024332,180.882309,1.840620,1.000000,22.922260,2,MajorityAttack
1.000000,0.639010,0.953004,0.311966,35.632127,0.166425,61.531544,2.688267,6.000000,9.773515,4,CarrierDisruption
1.000000,0.651187,0.995924,0.358159,12.827952,0.013132,132.065009,1.909442,0.000000,21.405556,3,TrafficAnomaly
0.977472,0.697841,0.913204,0.533073,9.343035,0.026451,128.241113,1.618656,2.000000,26.145466,3,TrafficAnomaly
1.000000,0.660867,0.997697,0.344001,30.129518,0.037733,57.312475,8.223705,4.000000,10.244240,4,CarrierDisruption
0.956410,0.604501,0.787615,0.489291,32.117742,0.013023,81.330110,6.754863,1.000000,26.777323,5,MultiStageAttack
1.000000,0.750013,1.000000,0.363672,30.444656,0.035443,74.582448,5.342696,2.000000,12.174435,4,CarrierDisruption
0.990303,0.575897,0.781225,0.648085,33.441365,0.127736,62.776294,5.304865,5.000000,30.121824,5,MultiStageAttack
0.962915,0.574037,0.812370,0.455233,13.006177,0.000000,210.077616,0.993147,0.000000,21.083482,2,MajorityAttack
0.894877,0.643379,0.776162,0.713234,11.636929,0.000000,186.178914,0.785413,2.000000,15.201218,2,MajorityAttack
1.000000,0.660399,1.000000,0.410361,11.284886,0.013030,113.143152,0.601003,-0.000000,23.064672,3,TrafficAnomaly
0.993402,0.634366,0.940723,0.379177,11.322521,0.063195,193.670285,0.758347,2.000000,10.715223,1,GeometricAttack
0.918513,0.644363,0.858104,0.682148,29.318549,0.016532,84.647413,6.835832,1.000000,24.326106,0,Normal
0.995451,0.722600,0.928819,0.667805,12.136114,0.061494,117.418517,1.505715,1.000000,29.061718,3,TrafficAnomaly
1.000000,0.672647,0.983513,0.293281,13.595797,0.015287,181.469509,0.946805,0.000000,8.755440,0,Normal
0.938918,0.584102,0.825565,1.044909,30.450414,0.179194,59.708935,5.020224,4.000000,17.112320,5,MultiStageAttack
0.924385,0.659291,0.848586,0.716220,29.993909,0.060703,56.574295,5.932573,2.000000,27.807791,5,MultiStageAttack
0.906578,0.651920,0.839422,0.418932,33.655296,0.076358,65.749702,4.092912,5.000000,18.222606,5,MultiStageAttack
0.883327,0.731697,0.905478,0.522471,29.507642,0.076795,63.468062,7.633460,2.000000,31.210659,5,MultiStageAttack
0.988569,0.705018,0.977563,0.450356,12.215146,0.023349,133.315060,1.698542,1.000000,29.996718,3,TrafficAnomaly
0.945453,0.630780,0.841926,0.886660,11.592497,0.000000,211.340388,0.709111,2.000000,14.014037,2,MajorityAttack
1.000000,0.605172,0.770555,0.847849,11.438477,0.063128,140.706300,0.361639,1.000000,19.044872,2,MajorityAttack
1.000000,0.742669,1.000000,0.291385,11.831198,0.014355,122.672329,0.819817,0.000000,36.193896,3,TrafficAnomaly
0.999439,0.652278,0.953604,0.566062,10.440516,0.000000,133.302719,2.579775,-0.000000,27.729237,3,TrafficAnomaly
